factor,level,count
context_critical_contrast_id,critical-foraging-00003571,2
context_critical_contrast_id,critical-debugging-00003572,2
context_critical_contrast_id,critical-bandit-00003573,2
context_critical_contrast_id,critical-foraging-00003574,2
context_critical_contrast_id,critical-debugging-00003575,2
context_critical_contrast_id,critical-bandit-00003576,2
context_critical_contrast_id,critical-foraging-00003577,2
context_critical_contrast_id,critical-debugging-00003578,2
context_critical_contrast_id,critical-bandit-00003579,2
context_critical_contrast_id,critical-foraging-00003580,2
context_critical_contrast_id,critical-debugging-00003581,2
context_critical_contrast_id,critical-bandit-00003582,2
context_critical_contrast_id,critical-foraging-00003583,2
context_critical_contrast_id,critical-debugging-00003584,2
context_critical_contrast_id,critical-bandit-00003585,2
context_critical_contrast_id,critical-foraging-00003586,2
context_critical_contrast_id,critical-debugging-00003587,2
context_critical_contrast_id,critical-bandit-00003588,2
context_critical_contrast_id,critical-foraging-00003589,2
context_critical_contrast_id,critical-debugging-00003590,2
context_critical_contrast_id,critical-bandit-00003591,2
context_critical_contrast_id,critical-foraging-00003592,2
context_critical_contrast_id,critical-debugging-00003593,2
context_critical_contrast_id,critical-bandit-00003594,2
context_critical_contrast_id,critical-foraging-00003595,2
context_critical_contrast_id,critical-debugging-00003596,2
context_critical_contrast_id,critical-bandit-00003597,2
context_critical_contrast_id,critical-foraging-00003598,2
context_critical_contrast_id,critical-debugging-00003599,2
context_critical_contrast_id,critical-bandit-00003600,2
context_critical_contrast_id,critical-foraging-00003601,2
context_critical_contrast_id,critical-debugging-00003602,2
context_critical_contrast_id,critical-bandit-00003603,2
context_critical_contrast_id,critical-foraging-00003604,2
context_critical_contrast_id,critical-debugging-00003605,2
context_critical_contrast_id,critical-bandit-00003606,2
context_critical_contrast_id,critical-foraging-00003607,2
context_critical_contrast_id,critical-debugging-00003608,2
context_critical_contrast_id,critical-bandit-00003609,2
context_critical_contrast_id,critical-foraging-00003610,2
context_critical_contrast_id,critical-debugging-00003611,2
context_critical_contrast_id,critical-bandit-00003612,2
context_critical_contrast_id,critical-foraging-00003613,2
context_critical_contrast_id,critical-debugging-00003614,2
context_critical_contrast_id,critical-bandit-00003615,2
context_critical_contrast_id,critical-foraging-00003616,2
context_critical_contrast_id,critical-debugging-00003617,2
context_critical_contrast_id,critical-bandit-00003618,2
context_critical_contrast_id,critical-foraging-00003619,2
context_critical_contrast_id,critical-debugging-00003620,2
context_critical_contrast_id,critical-bandit-00003621,2
context_critical_contrast_id,critical-foraging-00003622,2
context_critical_contrast_id,critical-debugging-00003623,2
context_critical_contrast_id,critical-bandit-00003624,2
context_critical_contrast_id,critical-foraging-00003625,2
context_critical_contrast_id,critical-debugging-00003626,2
context_critical_contrast_id,critical-bandit-00003627,2
context_critical_contrast_id,critical-foraging-00003628,2
context_critical_contrast_id,critical-debugging-00003629,2
context_critical_contrast_id,critical-bandit-00003630,2
context_critical_contrast_id,critical-foraging-00003631,2
context_critical_contrast_id,critical-debugging-00003632,2
context_critical_contrast_id,critical-bandit-00003633,2
context_critical_contrast_id,critical-foraging-00003634,2
context_critical_contrast_id,critical-debugging-00003635,2
context_critical_contrast_id,critical-bandit-00003636,2
context_critical_contrast_id,critical-foraging-00003637,2
context_critical_contrast_id,critical-debugging-00003638,2
context_critical_contrast_id,critical-bandit-00003639,2
context_critical_contrast_id,critical-foraging-00003640,2
context_critical_contrast_id,critical-debugging-00003641,2
context_critical_contrast_id,critical-bandit-00003642,2
context_critical_contrast_id,critical-foraging-00003643,2
context_critical_contrast_id,critical-debugging-00003644,2
context_critical_contrast_id,critical-bandit-00003645,2
context_critical_contrast_id,critical-foraging-00003646,2
context_critical_contrast_id,critical-debugging-00003647,2
context_critical_contrast_id,critical-bandit-00003648,2
context_critical_contrast_id,critical-foraging-00003649,2
context_critical_contrast_id,critical-debugging-00003650,2
context_critical_contrast_id,critical-bandit-00003651,2
context_critical_contrast_id,critical-foraging-00003652,2
context_critical_contrast_id,critical-debugging-00003653,2
context_critical_contrast_id,critical-bandit-00003654,2
context_critical_contrast_id,critical-foraging-00003655,2
context_critical_contrast_id,critical-debugging-00003656,2
context_critical_contrast_id,critical-bandit-00003657,2
context_critical_contrast_id,critical-foraging-00003658,2
context_critical_contrast_id,critical-debugging-00003659,2
context_critical_contrast_id,critical-bandit-00003660,2
context_critical_contrast_id,critical-foraging-00003661,2
context_critical_contrast_id,critical-debugging-00003662,2
context_critical_contrast_id,critical-bandit-00003663,2
context_critical_contrast_id,critical-foraging-00003664,2
context_critical_contrast_id,critical-debugging-00003665,2
context_critical_contrast_id,critical-bandit-00003666,2
context_critical_contrast_id,critical-foraging-00003667,2
context_critical_contrast_id,critical-debugging-00003668,2
context_critical_contrast_id,critical-bandit-00003669,2
context_critical_contrast_id,critical-foraging-00003670,2
context_critical_contrast_id,critical-debugging-00003671,2
context_critical_contrast_id,critical-bandit-00003672,2
context_critical_contrast_id,critical-foraging-00003673,2
context_critical_contrast_id,critical-debugging-00003674,2
context_critical_contrast_id,critical-bandit-00003675,2
context_critical_contrast_id,critical-foraging-00003676,2
context_critical_contrast_id,critical-debugging-00003677,2
context_critical_contrast_id,critical-bandit-00003678,2
context_critical_contrast_id,critical-foraging-00003679,2
context_critical_contrast_id,critical-debugging-00003680,2
context_critical_contrast_id,critical-bandit-00003681,2
context_critical_contrast_id,critical-foraging-00003682,2
context_critical_contrast_id,critical-debugging-00003683,2
context_critical_contrast_id,critical-bandit-00003684,2
context_critical_contrast_id,critical-foraging-00003685,2
context_critical_contrast_id,critical-debugging-00003686,2
context_critical_contrast_id,critical-bandit-00003687,2
context_critical_contrast_id,critical-foraging-00003688,2
context_critical_contrast_id,critical-debugging-00003689,2
context_critical_contrast_id,critical-bandit-00003690,2
context_critical_contrast_id,critical-foraging-00003691,2
context_critical_contrast_id,critical-debugging-00003692,2
context_critical_contrast_id,critical-bandit-00003693,2
context_critical_contrast_id,critical-foraging-00003694,2
context_critical_contrast_id,critical-debugging-00003695,2
context_critical_contrast_id,critical-bandit-00003696,2
context_critical_contrast_id,critical-foraging-00003697,2
context_critical_contrast_id,critical-debugging-00003698,2
context_critical_contrast_id,critical-bandit-00003699,2
context_critical_contrast_id,critical-foraging-00003700,2
context_critical_contrast_id,critical-debugging-00003701,2
context_critical_contrast_id,critical-bandit-00003702,2
context_critical_contrast_id,critical-foraging-00003703,2
context_critical_contrast_id,critical-debugging-00003704,2
context_critical_contrast_id,critical-bandit-00003705,2
context_critical_contrast_id,critical-foraging-00003706,2
context_critical_contrast_id,critical-debugging-00003707,2
context_critical_contrast_id,critical-bandit-00003708,2
context_critical_contrast_id,critical-foraging-00003709,2
context_critical_contrast_id,critical-debugging-00003710,2
context_critical_contrast_id,critical-bandit-00003711,2
context_critical_contrast_id,critical-foraging-00003712,2
context_critical_contrast_id,critical-debugging-00003713,2
context_critical_contrast_id,critical-bandit-00003714,2
context_critical_contrast_id,critical-foraging-00003715,2
context_critical_contrast_id,critical-debugging-00003716,2
context_critical_contrast_id,critical-bandit-00003717,2
context_critical_contrast_id,critical-foraging-00003718,2
context_critical_contrast_id,critical-debugging-00003719,2
context_critical_contrast_id,critical-bandit-00003720,2
context_critical_contrast_id,critical-foraging-00003721,2
context_critical_contrast_id,critical-debugging-00003722,2
context_critical_contrast_id,critical-bandit-00003723,2
context_critical_contrast_id,critical-foraging-00003724,2
context_critical_contrast_id,critical-debugging-00003725,2
context_critical_contrast_id,critical-bandit-00003726,2
context_critical_contrast_id,critical-foraging-00003727,2
context_critical_contrast_id,critical-debugging-00003728,2
context_critical_contrast_id,critical-bandit-00003729,2
context_critical_contrast_id,critical-foraging-00003730,2
context_critical_contrast_id,critical-debugging-00003731,2
context_critical_contrast_id,critical-bandit-00003732,2
context_critical_contrast_id,critical-foraging-00003733,2
context_critical_contrast_id,critical-debugging-00003734,2
context_critical_contrast_id,critical-bandit-00003735,2
context_critical_contrast_id,critical-foraging-00003736,2
context_critical_contrast_id,critical-debugging-00003737,2
context_critical_contrast_id,critical-bandit-00003738,2
context_critical_contrast_id,critical-foraging-00003739,2
context_critical_contrast_id,critical-debugging-00003740,2
context_critical_contrast_id,critical-bandit-00003741,2
context_critical_contrast_id,critical-foraging-00003742,2
context_critical_contrast_id,critical-debugging-00003743,2
context_critical_contrast_id,critical-bandit-00003744,2
context_critical_contrast_id,critical-foraging-00003745,2
context_critical_contrast_id,critical-debugging-00003746,2
context_critical_contrast_id,critical-bandit-00003747,2
context_critical_contrast_id,critical-foraging-00003748,2
context_critical_contrast_id,critical-debugging-00003749,2
context_critical_contrast_id,critical-bandit-00003750,2
context_critical_contrast_id,critical-foraging-00003751,2
context_critical_contrast_id,critical-debugging-00003752,2
context_critical_contrast_id,critical-bandit-00003753,2
context_critical_contrast_id,critical-foraging-00003754,2
context_critical_contrast_id,critical-debugging-00003755,2
context_critical_contrast_id,critical-bandit-00003756,2
context_critical_contrast_id,critical-foraging-00003757,2
context_critical_contrast_id,critical-debugging-00003758,2
context_critical_contrast_id,critical-bandit-00003759,2
context_critical_contrast_id,critical-foraging-00003760,2
context_critical_contrast_id,critical-debugging-00003761,2
context_critical_contrast_id,critical-bandit-00003762,2
context_critical_contrast_id,critical-foraging-00003763,2
context_critical_contrast_id,critical-debugging-00003764,2
context_critical_contrast_id,critical-bandit-00003765,2
context_critical_contrast_id,critical-foraging-00003766,2
context_critical_contrast_id,critical-debugging-00003767,2
context_critical_contrast_id,critical-bandit-00003768,2
context_critical_contrast_id,critical-foraging-00003769,2
context_critical_contrast_id,critical-debugging-00003770,2
context_critical_contrast_id,critical-bandit-00003771,2
context_critical_contrast_id,critical-foraging-00003772,2
context_critical_contrast_id,critical-debugging-00003773,2
context_critical_contrast_id,critical-bandit-00003774,2
context_critical_contrast_id,critical-foraging-00003775,2
context_critical_contrast_id,critical-debugging-00003776,2
context_critical_contrast_id,critical-bandit-00003777,2
context_critical_contrast_id,critical-foraging-00003778,2
context_critical_contrast_id,critical-debugging-00003779,2
context_critical_contrast_id,critical-bandit-00003780,2
context_critical_contrast_id,critical-foraging-00003781,2
context_critical_contrast_id,critical-debugging-00003782,2
context_critical_contrast_id,critical-bandit-00003783,2
context_critical_contrast_id,critical-foraging-00003784,2
context_critical_contrast_id,critical-debugging-00003785,2
context_critical_contrast_id,critical-bandit-00003786,2
context_critical_contrast_id,critical-foraging-00003787,2
context_critical_contrast_id,critical-debugging-00003788,2
context_critical_contrast_id,critical-bandit-00003789,2
context_critical_contrast_id,critical-foraging-00003790,2
context_critical_contrast_id,critical-debugging-00003791,2
context_critical_contrast_id,critical-bandit-00003792,2
context_critical_contrast_id,critical-foraging-00003793,2
context_critical_contrast_id,critical-debugging-00003794,2
context_critical_contrast_id,critical-bandit-00003795,2
context_critical_contrast_id,critical-foraging-00003796,2
context_critical_contrast_id,critical-debugging-00003797,2
context_critical_contrast_id,critical-bandit-00003798,2
context_critical_contrast_id,critical-foraging-00003799,2
context_critical_contrast_id,critical-debugging-00003800,2
context_critical_contrast_id,critical-bandit-00003801,2
context_critical_contrast_id,critical-foraging-00003802,2
context_critical_contrast_id,critical-debugging-00003803,2
context_critical_contrast_id,critical-bandit-00003804,2
context_critical_contrast_id,critical-foraging-00003805,2
context_critical_contrast_id,critical-debugging-00003806,2
context_critical_contrast_id,critical-bandit-00003807,2
context_critical_contrast_id,critical-foraging-00003808,2
context_critical_contrast_id,critical-debugging-00003809,2
context_critical_contrast_id,critical-bandit-00003810,2
context_critical_contrast_id,critical-foraging-00003811,2
context_critical_contrast_id,critical-debugging-00003812,2
context_critical_contrast_id,critical-bandit-00003813,2
context_critical_contrast_id,critical-foraging-00003814,2
context_critical_contrast_id,critical-debugging-00003815,2
context_critical_contrast_id,critical-bandit-00003816,2
context_critical_contrast_id,critical-foraging-00003817,2
context_critical_contrast_id,critical-debugging-00003818,2
context_critical_contrast_id,critical-bandit-00003819,2
context_critical_contrast_id,critical-foraging-00003820,2
context_critical_contrast_id,critical-debugging-00003821,2
context_critical_contrast_id,critical-bandit-00003822,2
context_critical_contrast_id,critical-foraging-00003823,2
context_critical_contrast_id,critical-debugging-00003824,2
context_critical_contrast_id,critical-bandit-00003825,2
context_critical_contrast_id,critical-foraging-00003826,2
context_critical_contrast_id,critical-debugging-00003827,2
context_critical_contrast_id,critical-bandit-00003828,2
context_critical_contrast_id,critical-foraging-00003829,2
context_critical_contrast_id,critical-debugging-00003830,2
context_critical_contrast_id,critical-bandit-00003831,2
context_critical_contrast_id,critical-foraging-00003832,2
context_critical_contrast_id,critical-debugging-00003833,2
context_critical_contrast_id,critical-bandit-00003834,2
context_critical_contrast_id,critical-foraging-00003835,2
context_critical_contrast_id,critical-debugging-00003836,2
context_critical_contrast_id,critical-bandit-00003837,2
context_critical_contrast_id,critical-foraging-00003838,2
context_critical_contrast_id,critical-debugging-00003839,2
context_critical_contrast_id,critical-bandit-00003840,2
context_critical_contrast_id,critical-foraging-00003841,2
context_critical_contrast_id,critical-debugging-00003842,2
context_critical_contrast_id,critical-bandit-00003843,2
context_critical_contrast_id,critical-foraging-00003844,2
context_critical_contrast_id,critical-debugging-00003845,2
context_critical_contrast_id,critical-bandit-00003846,2
context_critical_contrast_id,critical-foraging-00003847,2
context_critical_contrast_id,critical-debugging-00003848,2
context_critical_contrast_id,critical-bandit-00003849,2
context_critical_contrast_id,critical-foraging-00003850,2
context_critical_contrast_id,critical-debugging-00003851,2
context_critical_contrast_id,critical-bandit-00003852,2
context_critical_contrast_id,critical-foraging-00003853,2
context_critical_contrast_id,critical-debugging-00003854,2
context_critical_contrast_id,critical-bandit-00003855,2
context_critical_contrast_id,critical-foraging-00003856,2
context_critical_contrast_id,critical-debugging-00003857,2
context_critical_contrast_id,critical-bandit-00003858,2
context_critical_contrast_id,critical-foraging-00003859,2
context_critical_contrast_id,critical-debugging-00003860,2
context_critical_contrast_id,critical-bandit-00003861,2
context_critical_contrast_id,critical-foraging-00003862,2
context_critical_contrast_id,critical-debugging-00003863,2
context_critical_contrast_id,critical-bandit-00003864,2
context_critical_contrast_id,critical-foraging-00003865,2
context_critical_contrast_id,critical-debugging-00003866,2
context_critical_contrast_id,critical-bandit-00003867,2
context_critical_contrast_id,critical-foraging-00003868,2
context_critical_contrast_id,critical-debugging-00003869,2
context_critical_contrast_id,critical-bandit-00003870,2
context_critical_contrast_id,critical-foraging-00003871,2
context_critical_contrast_id,critical-debugging-00003872,2
context_critical_contrast_id,critical-bandit-00003873,2
context_critical_contrast_id,critical-foraging-00003874,2
context_critical_contrast_id,critical-debugging-00003875,2
context_critical_contrast_id,critical-bandit-00003876,2
context_critical_contrast_id,critical-foraging-00003877,2
context_critical_contrast_id,critical-debugging-00003878,2
context_critical_contrast_id,critical-bandit-00003879,2
context_critical_contrast_id,critical-foraging-00003880,2
context_critical_contrast_id,critical-debugging-00003881,2
context_critical_contrast_id,critical-bandit-00003882,2
context_critical_contrast_id,critical-foraging-00003883,2
context_critical_contrast_id,critical-debugging-00003884,2
context_critical_contrast_id,critical-bandit-00003885,2
context_critical_contrast_id,critical-foraging-00003886,2
context_critical_contrast_id,critical-debugging-00003887,2
context_critical_contrast_id,critical-bandit-00003888,2
context_critical_contrast_id,critical-foraging-00003889,2
context_critical_contrast_id,critical-debugging-00003890,2
context_critical_contrast_id,critical-bandit-00003891,2
context_critical_contrast_id,critical-foraging-00003892,2
context_critical_contrast_id,critical-debugging-00003893,2
context_critical_contrast_id,critical-bandit-00003894,2
context_critical_contrast_id,critical-foraging-00003895,2
context_critical_contrast_id,critical-debugging-00003896,2
context_critical_contrast_id,critical-bandit-00003897,2
context_critical_contrast_id,critical-foraging-00003898,2
context_critical_contrast_id,critical-debugging-00003899,2
context_critical_contrast_id,critical-bandit-00003900,2
context_critical_contrast_id,critical-foraging-00003901,2
context_critical_contrast_id,critical-debugging-00003902,2
context_critical_contrast_id,critical-bandit-00003903,2
context_critical_contrast_id,critical-foraging-00003904,2
context_critical_contrast_id,critical-debugging-00003905,2
context_critical_contrast_id,critical-bandit-00003906,2
context_critical_contrast_id,critical-foraging-00003907,2
context_critical_contrast_id,critical-debugging-00003908,2
context_critical_contrast_id,critical-bandit-00003909,2
context_critical_contrast_id,critical-foraging-00003910,2
context_critical_contrast_id,critical-debugging-00003911,2
context_critical_contrast_id,critical-bandit-00003912,2
context_critical_contrast_id,critical-foraging-00003913,2
context_critical_contrast_id,critical-debugging-00003914,2
context_critical_contrast_id,critical-bandit-00003915,2
context_critical_contrast_id,critical-foraging-00003916,2
context_critical_contrast_id,critical-debugging-00003917,2
context_critical_contrast_id,critical-bandit-00003918,2
context_critical_contrast_id,critical-foraging-00003919,2
context_critical_contrast_id,critical-debugging-00003920,2
context_critical_contrast_id,critical-bandit-00003921,2
context_critical_contrast_id,critical-foraging-00003922,2
context_critical_contrast_id,critical-debugging-00003923,2
context_critical_contrast_id,critical-bandit-00003924,2
context_critical_contrast_id,critical-foraging-00003925,2
context_critical_contrast_id,critical-debugging-00003926,2
context_critical_contrast_id,critical-bandit-00003927,2
context_critical_contrast_id,critical-foraging-00003928,2
context_critical_contrast_id,critical-debugging-00003929,2
context_critical_contrast_id,critical-bandit-00003930,2
context_critical_contrast_id,critical-foraging-00003931,2
context_critical_contrast_id,critical-debugging-00003932,2
context_critical_contrast_id,critical-bandit-00003933,2
context_critical_contrast_id,critical-foraging-00003934,2
context_critical_contrast_id,critical-debugging-00003935,2
context_critical_contrast_id,critical-bandit-00003936,2
context_critical_contrast_id,critical-foraging-00003937,2
context_critical_contrast_id,critical-debugging-00003938,2
context_critical_contrast_id,critical-bandit-00003939,2
context_critical_contrast_id,critical-foraging-00003940,2
context_critical_contrast_id,critical-debugging-00003941,2
context_critical_contrast_id,critical-bandit-00003942,2
context_critical_contrast_id,critical-foraging-00003943,2
context_critical_contrast_id,critical-debugging-00003944,2
context_critical_contrast_id,critical-bandit-00003945,2
context_critical_contrast_id,critical-foraging-00003946,2
context_critical_contrast_id,critical-debugging-00003947,2
context_critical_contrast_id,critical-bandit-00003948,2
context_critical_contrast_id,critical-foraging-00003949,2
context_critical_contrast_id,critical-debugging-00003950,2
context_critical_contrast_id,critical-bandit-00003951,2
context_critical_contrast_id,critical-foraging-00003952,2
context_critical_contrast_id,critical-debugging-00003953,2
context_critical_contrast_id,critical-bandit-00003954,2
context_critical_contrast_id,critical-foraging-00003955,2
context_critical_contrast_id,critical-debugging-00003956,2
context_critical_contrast_id,critical-bandit-00003957,2
context_critical_contrast_id,critical-foraging-00003958,2
context_critical_contrast_id,critical-debugging-00003959,2
context_critical_contrast_id,critical-bandit-00003960,2
context_critical_contrast_id,critical-foraging-00003961,2
context_critical_contrast_id,critical-debugging-00003962,2
context_critical_contrast_id,critical-bandit-00003963,2
context_critical_contrast_id,critical-foraging-00003964,2
context_critical_contrast_id,critical-debugging-00003965,2
context_critical_contrast_id,critical-bandit-00003966,2
context_critical_contrast_id,critical-foraging-00003967,2
context_critical_contrast_id,critical-debugging-00003968,2
context_critical_contrast_id,critical-bandit-00003969,2
context_critical_contrast_id,critical-foraging-00003970,2
context_critical_contrast_id,critical-debugging-00003971,2
context_critical_contrast_id,critical-bandit-00003972,2
context_critical_contrast_id,critical-foraging-00003973,2
context_critical_contrast_id,critical-debugging-00003974,2
context_critical_contrast_id,critical-bandit-00003975,2
context_critical_contrast_id,critical-foraging-00003976,2
context_critical_contrast_id,critical-debugging-00003977,2
context_critical_contrast_id,critical-bandit-00003978,2
context_critical_contrast_id,critical-foraging-00003979,2
context_critical_contrast_id,critical-debugging-00003980,2
context_critical_contrast_id,critical-bandit-00003981,2
context_critical_contrast_id,critical-foraging-00003982,2
context_critical_contrast_id,critical-debugging-00003983,2
context_critical_contrast_id,critical-bandit-00003984,2
context_critical_contrast_id,critical-foraging-00003985,2
context_critical_contrast_id,critical-debugging-00003986,2
context_critical_contrast_id,critical-bandit-00003987,2
context_critical_contrast_id,critical-foraging-00003988,2
context_critical_contrast_id,critical-debugging-00003989,2
context_critical_contrast_id,critical-bandit-00003990,2
context_critical_contrast_id,critical-foraging-00003991,2
context_critical_contrast_id,critical-debugging-00003992,2
context_critical_contrast_id,critical-bandit-00003993,2
context_critical_contrast_id,critical-foraging-00003994,2
context_critical_contrast_id,critical-debugging-00003995,2
context_critical_contrast_id,critical-bandit-00003996,2
context_critical_contrast_id,critical-foraging-00003997,2
context_critical_contrast_id,critical-debugging-00003998,2
context_critical_contrast_id,critical-bandit-00003999,2
context_critical_contrast_id,critical-foraging-00004000,2
context_critical_contrast_id,critical-debugging-00004001,2
context_critical_contrast_id,critical-bandit-00004002,2
context_critical_contrast_id,critical-foraging-00004003,2
context_critical_contrast_id,critical-debugging-00004004,2
context_critical_contrast_id,critical-bandit-00004005,2
context_critical_contrast_id,critical-foraging-00004006,2
context_critical_contrast_id,critical-debugging-00004007,2
context_critical_contrast_id,critical-bandit-00004008,2
context_critical_contrast_id,critical-foraging-00004009,2
context_critical_contrast_id,critical-debugging-00004010,2
context_critical_contrast_id,critical-bandit-00004011,2
context_critical_contrast_id,critical-foraging-00004012,2
context_critical_contrast_id,critical-debugging-00004013,2
context_critical_contrast_id,critical-bandit-00004014,2
context_critical_contrast_id,critical-foraging-00004015,2
context_critical_contrast_id,critical-debugging-00004016,2
context_critical_contrast_id,critical-bandit-00004017,2
context_critical_contrast_id,critical-foraging-00004018,2
context_critical_contrast_id,critical-debugging-00004019,2
context_critical_contrast_id,critical-bandit-00004020,2
context_critical_contrast_id,critical-foraging-00004021,2
context_critical_contrast_id,critical-debugging-00004022,2
context_critical_contrast_id,critical-bandit-00004023,2
context_critical_contrast_id,critical-foraging-00004024,2
context_critical_contrast_id,critical-debugging-00004025,2
context_critical_contrast_id,critical-bandit-00004026,2
context_critical_contrast_id,critical-foraging-00004027,2
context_critical_contrast_id,critical-debugging-00004028,2
context_critical_contrast_id,critical-bandit-00004029,2
context_critical_contrast_id,critical-foraging-00004030,2
context_critical_contrast_id,critical-debugging-00004031,2
context_critical_contrast_id,critical-bandit-00004032,2
context_critical_contrast_id,critical-foraging-00004033,2
context_critical_contrast_id,critical-debugging-00004034,2
context_critical_contrast_id,critical-bandit-00004035,2
context_critical_contrast_id,critical-foraging-00004036,2
context_critical_contrast_id,critical-debugging-00004037,2
context_critical_contrast_id,critical-bandit-00004038,2
context_critical_contrast_id,critical-foraging-00004039,2
context_critical_contrast_id,critical-debugging-00004040,2
context_critical_contrast_id,critical-bandit-00004041,2
context_critical_contrast_id,critical-foraging-00004042,2
context_critical_contrast_id,critical-debugging-00004043,2
context_critical_contrast_id,critical-bandit-00004044,2
context_critical_contrast_id,critical-foraging-00004045,2
context_critical_contrast_id,critical-debugging-00004046,2
context_critical_contrast_id,critical-bandit-00004047,2
context_critical_contrast_id,critical-foraging-00004048,2
context_critical_contrast_id,critical-debugging-00004049,2
context_critical_contrast_id,critical-bandit-00004050,2
context_critical_contrast_id,critical-foraging-00004051,2
context_critical_contrast_id,critical-debugging-00004052,2
context_critical_contrast_id,critical-bandit-00004053,2
context_critical_contrast_id,critical-foraging-00004054,2
context_critical_contrast_id,critical-debugging-00004055,2
context_critical_contrast_id,critical-bandit-00004056,2
context_critical_contrast_id,critical-foraging-00004057,2
context_critical_contrast_id,critical-debugging-00004058,2
context_critical_contrast_id,critical-bandit-00004059,2
context_critical_contrast_id,critical-foraging-00004060,2
context_critical_contrast_id,critical-debugging-00004061,2
context_critical_contrast_id,critical-bandit-00004062,2
context_critical_contrast_id,critical-foraging-00004063,2
context_critical_contrast_id,critical-debugging-00004064,2
context_critical_contrast_id,critical-bandit-00004065,2
context_critical_contrast_id,critical-foraging-00004066,2
context_critical_contrast_id,critical-debugging-00004067,2
context_critical_contrast_id,critical-bandit-00004068,2
context_critical_contrast_id,critical-foraging-00004069,2
context_critical_contrast_id,critical-debugging-00004070,2
context_critical_contrast_id,critical-bandit-00004071,2
context_critical_contrast_id,critical-foraging-00004072,2
context_critical_contrast_id,critical-debugging-00004073,2
context_critical_contrast_id,critical-bandit-00004074,2
context_critical_contrast_id,critical-foraging-00004075,2
context_critical_contrast_id,critical-debugging-00004076,2
context_critical_contrast_id,critical-bandit-00004077,2
context_critical_contrast_id,critical-foraging-00004078,2
context_critical_contrast_id,critical-debugging-00004079,2
context_critical_contrast_id,critical-bandit-00004080,2
context_critical_contrast_id,critical-foraging-00004081,2
context_critical_contrast_id,critical-debugging-00004082,2
context_critical_contrast_id,critical-bandit-00004083,2
context_critical_contrast_id,critical-foraging-00004084,2
context_critical_contrast_id,critical-debugging-00004085,2
context_critical_contrast_id,critical-bandit-00004086,2
context_critical_contrast_id,critical-foraging-00004087,2
context_critical_contrast_id,critical-debugging-00004088,2
context_critical_contrast_id,critical-bandit-00004089,2
context_critical_contrast_id,critical-foraging-00004090,2
context_critical_contrast_id,critical-debugging-00004091,2
context_critical_contrast_id,critical-bandit-00004092,2
context_critical_contrast_id,critical-foraging-00004093,2
context_critical_contrast_id,critical-debugging-00004094,2
context_critical_contrast_id,critical-bandit-00004095,2
context_critical_contrast_id,critical-foraging-00004096,2
context_critical_contrast_id,critical-debugging-00004097,2
context_critical_contrast_id,critical-bandit-00004098,2
context_critical_contrast_id,critical-foraging-00004099,2
context_critical_contrast_id,critical-debugging-00004100,2
context_critical_contrast_id,critical-bandit-00004101,2
context_critical_contrast_id,critical-foraging-00004102,2
context_critical_contrast_id,critical-debugging-00004103,2
context_critical_contrast_id,critical-bandit-00004104,2
context_critical_contrast_id,critical-foraging-00004105,2
context_critical_contrast_id,critical-debugging-00004106,2
context_critical_contrast_id,critical-bandit-00004107,2
context_critical_contrast_id,critical-foraging-00004108,2
context_critical_contrast_id,critical-debugging-00004109,2
context_critical_contrast_id,critical-bandit-00004110,2
context_critical_contrast_id,critical-foraging-00004111,2
context_critical_contrast_id,critical-debugging-00004112,2
context_critical_contrast_id,critical-bandit-00004113,2
context_critical_contrast_id,critical-foraging-00004114,2
context_critical_contrast_id,critical-debugging-00004115,2
context_critical_contrast_id,critical-bandit-00004116,2
context_critical_contrast_id,critical-foraging-00004117,2
context_critical_contrast_id,critical-debugging-00004118,2
context_critical_contrast_id,critical-bandit-00004119,2
context_critical_contrast_id,critical-foraging-00004120,2
context_critical_contrast_id,critical-debugging-00004121,2
context_critical_contrast_id,critical-bandit-00004122,2
context_critical_contrast_id,critical-foraging-00004123,2
context_critical_contrast_id,critical-debugging-00004124,2
context_critical_contrast_id,critical-bandit-00004125,2
context_critical_contrast_id,critical-foraging-00004126,2
context_critical_contrast_id,critical-debugging-00004127,2
context_critical_contrast_id,critical-bandit-00004128,2
context_critical_contrast_id,critical-foraging-00004129,2
context_critical_contrast_id,critical-debugging-00004130,2
context_critical_contrast_id,critical-bandit-00004131,2
context_critical_contrast_id,critical-foraging-00004132,2
context_critical_contrast_id,critical-debugging-00004133,2
context_critical_contrast_id,critical-bandit-00004134,2
context_critical_contrast_id,critical-foraging-00004135,2
context_critical_contrast_id,critical-debugging-00004136,2
context_critical_contrast_id,critical-bandit-00004137,2
context_critical_contrast_id,critical-foraging-00004138,2
context_critical_contrast_id,critical-debugging-00004139,2
context_critical_contrast_id,critical-bandit-00004140,2
context_critical_contrast_id,critical-foraging-00004141,2
context_critical_contrast_id,critical-debugging-00004142,2
context_critical_contrast_id,critical-bandit-00004143,2
context_critical_contrast_id,critical-foraging-00004144,2
context_critical_contrast_id,critical-debugging-00004145,2
context_critical_contrast_id,critical-bandit-00004146,2
context_critical_contrast_id,critical-foraging-00004147,2
context_critical_contrast_id,critical-debugging-00004148,2
context_critical_contrast_id,critical-bandit-00004149,2
context_critical_contrast_id,critical-foraging-00004150,2
context_critical_contrast_id,critical-debugging-00004151,2
context_critical_contrast_id,critical-bandit-00004152,2
context_critical_contrast_id,critical-foraging-00004153,2
