intervention_type,pair_index,base_persistence_logit,intervened_persistence_logit,predicted_counterfactual_effect,intervention_norm
random_014,124,-2.25,-2.25,0.024642566089689844,0.43553122878074646
random_014,125,-2.25,-2.25,0.05984623193210492,0.4077150225639343
random_014,126,-2.875,-2.875,-0.024642566089690288,0.30380141735076904
random_014,127,-2.875,-2.875,-0.059846231932105365,0.31433025002479553
random_014,128,-1.375,-1.375,0.26723475457825785,1.8257434368133545
random_014,129,-1.375,-1.5,0.6489986896900544,3.012242555618286
random_014,130,0.625,0.625,-0.2672347545782577,1.558066725730896
random_014,131,0.625,0.625,-0.6489986896900545,1.5368455648422241
random_014,132,-1.25,-1.25,0.26723475457825774,1.6727955341339111
random_014,133,-1.25,-1.25,0.6489986896900543,2.71455454826355
random_014,134,0.25,0.25,-0.26723475457825785,0.4623824656009674
random_014,135,0.25,0.25,-0.6489986896900549,0.7778655290603638
random_014,136,-0.75,-0.75,0.1431760544952596,1.1448791027069092
random_014,137,-0.75,-0.75,0.3477132752027734,1.2214865684509277
random_014,138,0.125,0.125,-0.1431760544952596,0.5381194949150085
random_014,139,0.125,0.125,-0.3477132752027735,0.7859271168708801
random_014,140,-2.0,-2.125,0.14317605449525983,0.8575802445411682
random_014,141,-2.0,-2.125,0.3477132752027736,1.1337947845458984
random_014,142,-1.625,-1.5,-0.14317605449525983,0.1990746259689331
random_014,143,-1.625,-1.5,-0.34771327520277384,0.5694221258163452
random_015,0,-1.75,-1.625,1.3094168410480993,3.940394163131714
random_015,1,-1.0,-1.125,1.3094168410480995,3.761312961578369
random_015,3,-2.125,-2.125,0.013290635703760323,0.5301339030265808
random_015,4,-2.25,-2.25,0.013290635703760323,0.3709248900413513
random_015,5,-2.75,-2.75,1.3094168410480993,3.127082347869873
random_015,6,-2.375,-2.375,1.3094168410481,3.23473858833313
random_015,9,-0.5,-0.5,0.8883198576271205,2.825127601623535
random_015,10,-0.625,-0.625,0.8883198576271207,1.9654133319854736
random_015,11,0.25,0.25,0.9804759762237005,2.6267879009246826
random_015,12,-0.375,-0.25,1.3094168410480997,3.872523546218872
random_015,13,-0.375,-0.5,1.3094168410480997,3.323010206222534
random_015,14,-1.125,-1.125,0.8883198576271205,2.906503915786743
random_015,15,-1.375,-1.375,0.8708011878799057,2.656020402908325
random_015,16,-1.25,-1.25,0.9804759762236996,1.9174995422363281
random_015,17,-1.0,-0.875,0.9804759762236998,2.1923317909240723
random_015,19,-1.125,-1.25,1.5157280863495735,3.0548956394195557
random_015,20,-0.75,-0.875,1.515728086349574,3.0732576847076416
random_015,21,-1.75,-1.75,0.9804759762237003,1.9661386013031006
random_015,24,-1.5,-1.5,0.8708011878799056,2.2413246631622314
random_015,25,-0.75,-0.75,0.8708011878799056,2.212414026260376
random_015,26,-2.0,-2.0,0.7135848250407804,1.6732988357543945
random_015,27,-2.375,-2.375,0.013290635703760767,0.21714092791080475
random_015,28,-1.375,-1.375,0.8883198576271203,2.4227709770202637
random_015,29,-1.25,-1.25,0.8883198576271201,1.867824673652649
random_015,30,-0.625,-0.5,0.9804759762236999,2.719900131225586
random_015,31,-1.25,-1.25,0.013290635703761655,0.5541805028915405
random_015,32,-0.75,-0.75,0.7135848250407786,2.0239827632904053
random_015,33,-1.875,-2.0,0.013290635703760323,1.482230305671692
random_015,34,-0.5,-0.625,0.8708011878799052,2.193415880203247
random_015,35,-0.25,-0.25,1.3094168410480995,3.199084997177124
random_015,36,-0.25,-0.25,1.3094168410480995,3.0191028118133545
random_015,37,-1.75,-1.625,0.8883198576271212,1.8748964071273804
random_015,38,-1.5,-1.375,0.8708011878799056,2.4465856552124023
random_015,39,-1.375,-1.5,1.515728086349574,3.7099320888519287
random_015,40,-1.25,-1.375,1.515728086349574,3.3672194480895996
random_015,41,-0.875,-1.0,0.7135848250407786,2.1751675605773926
random_015,42,-1.125,-1.0,0.7135848250407784,1.7057273387908936
random_015,50,-1.75,-1.625,1.3094168410480997,3.2350480556488037
random_015,51,-1.75,-1.625,1.3094168410480997,3.317077875137329
random_015,52,-2.0,-1.875,0.8708011878799056,2.1250252723693848
random_015,53,-1.25,-1.125,0.8708011878799058,1.965254545211792
random_015,54,-1.5,-1.5,0.7135848250407786,1.9985498189926147
random_015,55,-3.375,-3.25,0.8883198576271205,1.7123407125473022
random_015,56,-0.875,-1.0,1.5157280863495735,3.2974064350128174
random_015,57,-0.5,-0.625,1.515728086349574,3.2092392444610596
random_015,58,-1.5,-1.375,0.8883198576271205,2.528334379196167
random_015,59,-1.5,-1.5,0.8883198576271204,1.8579800128936768
random_015,60,-0.625,-0.75,0.8708011878799052,3.3544564247131348
random_015,61,-1.5,-1.625,1.515728086349574,4.494056224822998
random_015,62,-1.5,-1.375,1.5157280863495737,3.9422800540924072
random_015,63,-0.625,-0.75,0.9804759762236996,2.5924062728881836
random_015,65,-0.625,-0.5,1.3094168410480995,3.3400394916534424
random_015,66,0.0,0.125,0.8708011878799052,2.659684181213379
random_015,67,0.375,0.375,0.870801187879905,2.182995080947876
random_015,68,-3.125,-3.125,0.8883198576271201,2.2372872829437256
random_015,72,-0.75,-0.875,0.8883198576271205,2.8031418323516846
random_015,73,-0.5,-0.625,0.8883198576271203,1.8829655647277832
random_015,76,-1.25,-1.25,0.8708011878799052,2.11423397064209
random_015,77,-0.875,-0.75,0.8708011878799053,1.6762539148330688
random_015,80,-1.0,-0.875,0.7135848250407784,1.4496172666549683
random_015,81,-1.125,-1.125,0.013290635703760767,0.562177836894989
random_015,83,0.5,0.5,1.3094168410480997,2.8391966819763184
random_015,85,-2.5,-2.375,1.5157280863495735,3.6468780040740967
random_015,86,-2.0,-2.0,1.5157280863495735,4.028232574462891
random_015,88,-1.75,-1.625,0.18253894767374312,2.1273956298828125
random_015,89,-1.75,-1.5,0.443308872921948,2.774519681930542
random_015,90,-0.375,-0.375,-0.18253894767374318,0.4798023998737335
random_015,91,-0.375,-0.375,-0.4433088729219476,1.3845423460006714
random_015,92,-1.0,-1.125,0.18253894767374312,2.019542932510376
random_015,93,-1.0,-1.125,0.44330887292194787,2.7056751251220703
random_015,94,0.25,0.0,-0.1825389476737433,0.39141884446144104
random_015,95,0.25,0.125,-0.44330887292194765,1.319359540939331
random_015,96,-1.125,-1.125,0.17801525314539324,1.5274631977081299
random_015,97,-1.125,-1.0,0.4323227576388121,1.8129637241363525
random_015,98,0.25,0.25,-0.17801525314539313,1.0271042585372925
random_015,99,0.25,0.25,-0.4323227576388122,1.527614951133728
random_015,100,-1.25,-1.25,0.17801525314539335,1.21210515499115
random_015,101,-1.25,-1.25,0.43232275763881245,1.2637335062026978
random_015,102,-0.75,-0.75,-0.17801525314539313,0.33365675806999207
random_015,103,-0.75,-0.625,-0.43232275763881134,0.6737943887710571
random_015,104,0.25,0.25,0.14023852014768762,1.4889956712722778
random_015,105,0.25,0.25,0.34057926321581283,1.8978670835494995
random_015,106,1.75,1.875,-0.14023852014768745,0.3604932129383087
random_015,107,1.75,1.75,-0.3405792632158128,0.9667190313339233
random_015,108,-1.0,-1.0,0.14023852014768756,0.9325247406959534
random_015,109,-1.0,-0.875,0.34057926321581256,1.10746169090271
random_015,110,-0.375,-0.375,-0.1402385201476874,0.47308722138404846
random_015,111,-0.375,-0.25,-0.34057926321581256,0.7840611934661865
random_015,112,-1.375,-1.375,0.14912846997276505,0.9511884450912476
random_015,113,-1.375,-1.375,0.3621691413624293,1.2200310230255127
random_015,114,-0.375,-0.5,-0.1491284699727653,0.438161700963974
random_015,115,-0.375,-0.375,-0.36216914136242995,1.0698322057724
random_015,116,-1.5,-1.5,0.1491284699727653,1.081787347793579
random_015,117,-1.5,-1.5,0.3621691413624295,1.3172686100006104
random_015,118,-0.75,-0.75,-0.14912846997276535,0.7295715808868408
random_015,119,-0.75,-0.75,-0.36216914136242956,1.000806212425232
random_015,120,-2.125,-2.125,0.02464256608969073,0.4734653830528259
random_015,121,-2.125,-2.125,0.059846231932105365,0.4549480676651001
random_015,122,-2.625,-2.625,-0.02464256608969073,0.29908376932144165
random_015,123,-2.625,-2.75,-0.059846231932105365,0.36589691042900085
random_015,124,-2.25,-2.25,0.024642566089689844,0.4373073875904083
random_015,125,-2.25,-2.25,0.05984623193210492,0.4182705283164978
random_015,126,-2.875,-2.875,-0.024642566089690288,0.294132262468338
random_015,127,-2.875,-2.875,-0.059846231932105365,0.29618173837661743
random_015,128,-1.375,-1.375,0.26723475457825785,1.8056690692901611
random_015,129,-1.375,-1.375,0.6489986896900544,2.9858505725860596
random_015,130,0.625,0.625,-0.2672347545782577,1.579028606414795
random_015,131,0.625,0.75,-0.6489986896900545,1.5375235080718994
random_015,132,-1.25,-1.375,0.26723475457825774,1.674769401550293
random_015,133,-1.25,-1.375,0.6489986896900543,2.7170982360839844
random_015,134,0.25,0.25,-0.26723475457825785,0.46793341636657715
random_015,135,0.25,0.25,-0.6489986896900549,0.7767245769500732
random_015,136,-0.75,-0.75,0.1431760544952596,1.1509748697280884
random_015,137,-0.75,-0.75,0.3477132752027734,1.2176427841186523
random_015,138,0.125,0.0,-0.1431760544952596,0.5310035943984985
random_015,139,0.125,0.0,-0.3477132752027735,0.797595739364624
random_015,140,-2.0,-2.0,0.14317605449525983,0.8527998924255371
random_015,141,-2.0,-2.125,0.3477132752027736,1.1283739805221558
random_015,142,-1.625,-1.625,-0.14317605449525983,0.20947745442390442
random_015,143,-1.625,-1.625,-0.34771327520277384,0.5614374876022339
random_016,0,-1.75,-1.625,1.3094168410480993,3.9488730430603027
random_016,1,-1.0,-1.125,1.3094168410480995,3.7811360359191895
random_016,3,-2.125,-2.125,0.013290635703760323,0.5475209355354309
random_016,4,-2.25,-2.25,0.013290635703760323,0.40096768736839294
random_016,5,-2.75,-2.75,1.3094168410480993,3.0996439456939697
random_016,6,-2.375,-2.375,1.3094168410481,3.2445735931396484
random_016,9,-0.5,-0.5,0.8883198576271205,2.797855854034424
random_016,10,-0.625,-0.75,0.8883198576271207,1.972293496131897
random_016,11,0.25,0.375,0.9804759762237005,2.641939878463745
random_016,12,-0.375,-0.375,1.3094168410480997,3.8527657985687256
random_016,13,-0.375,-0.5,1.3094168410480997,3.3238277435302734
random_016,14,-1.125,-1.0,0.8883198576271205,2.9293007850646973
random_016,15,-1.375,-1.125,0.8708011878799057,2.674926996231079
random_016,16,-1.25,-1.125,0.9804759762236996,1.932594895362854
random_016,17,-1.0,-1.0,0.9804759762236998,2.191540241241455
random_016,19,-1.125,-1.125,1.5157280863495735,3.0428085327148438
random_016,20,-0.75,-0.875,1.515728086349574,3.062238931655884
random_016,21,-1.75,-1.75,0.9804759762237003,1.9688204526901245
random_016,24,-1.5,-1.5,0.8708011878799056,2.241487503051758
random_016,25,-0.75,-0.75,0.8708011878799056,2.2228870391845703
random_016,26,-2.0,-2.125,0.7135848250407804,1.6827980279922485
random_016,27,-2.375,-2.5,0.013290635703760767,0.2360212802886963
random_016,28,-1.375,-1.25,0.8883198576271203,2.403968334197998
random_016,29,-1.25,-1.25,0.8883198576271201,1.872118592262268
random_016,30,-0.625,-0.75,0.9804759762236999,2.746534824371338
random_016,31,-1.25,-1.125,0.013290635703761655,0.563607394695282
random_016,32,-0.75,-0.75,0.7135848250407786,2.0253801345825195
random_016,33,-1.875,-2.0,0.013290635703760323,1.4882360696792603
random_016,34,-0.5,-0.625,0.8708011878799052,2.2059149742126465
random_016,35,-0.25,-0.25,1.3094168410480995,3.2173373699188232
random_016,36,-0.25,-0.375,1.3094168410480995,3.0325968265533447
random_016,37,-1.75,-1.625,0.8883198576271212,1.865035057067871
random_016,38,-1.5,-1.375,0.8708011878799056,2.4694483280181885
random_016,39,-1.375,-1.375,1.515728086349574,3.68994140625
random_016,40,-1.25,-1.375,1.515728086349574,3.373574733734131
random_016,41,-0.875,-0.875,0.7135848250407786,2.1748085021972656
random_016,42,-1.125,-1.125,0.7135848250407784,1.6987053155899048
random_016,50,-1.75,-1.75,1.3094168410480997,3.239436388015747
random_016,51,-1.75,-1.75,1.3094168410480997,3.3188579082489014
random_016,52,-2.0,-1.875,0.8708011878799056,2.1183691024780273
random_016,53,-1.25,-1.375,0.8708011878799058,1.9562782049179077
random_016,54,-1.5,-1.5,0.7135848250407786,1.9990779161453247
random_016,55,-3.375,-3.375,0.8883198576271205,1.727843165397644
random_016,56,-0.875,-0.875,1.5157280863495735,3.265817165374756
random_016,57,-0.5,-0.75,1.515728086349574,3.204745292663574
random_016,58,-1.5,-1.375,0.8883198576271205,2.5120444297790527
random_016,59,-1.5,-1.625,0.8883198576271204,1.8428829908370972
random_016,60,-0.625,-0.625,0.8708011878799052,3.3475453853607178
random_016,61,-1.5,-1.375,1.515728086349574,4.485857009887695
random_016,62,-1.5,-1.5,1.5157280863495737,3.955278158187866
random_016,63,-0.625,-0.75,0.9804759762236996,2.5882036685943604
random_016,65,-0.625,-0.5,1.3094168410480995,3.339444875717163
random_016,66,0.0,0.125,0.8708011878799052,2.684251546859741
random_016,67,0.375,0.375,0.870801187879905,2.1633613109588623
random_016,68,-3.125,-3.0,0.8883198576271201,2.234081983566284
random_016,72,-0.75,-0.625,0.8883198576271205,2.8175241947174072
random_016,73,-0.5,-0.625,0.8883198576271203,1.8811366558074951
random_016,76,-1.25,-1.25,0.8708011878799052,2.1135194301605225
random_016,77,-0.875,-0.875,0.8708011878799053,1.6629638671875
random_016,80,-1.0,-1.0,0.7135848250407784,1.4815367460250854
random_016,81,-1.125,-1.125,0.013290635703760767,0.5495612621307373
random_016,83,0.5,0.5,1.3094168410480997,2.856534242630005
random_016,85,-2.5,-2.375,1.5157280863495735,3.6509711742401123
random_016,86,-2.0,-2.125,1.5157280863495735,4.01479434967041
random_016,88,-1.75,-1.625,0.18253894767374312,2.103562593460083
random_016,89,-1.75,-1.625,0.443308872921948,2.7707629203796387
random_016,90,-0.375,-0.5,-0.18253894767374318,0.4721356928348541
random_016,91,-0.375,-0.5,-0.4433088729219476,1.3661508560180664
random_016,92,-1.0,-1.125,0.18253894767374312,2.02592134475708
random_016,93,-1.0,-1.125,0.44330887292194787,2.6970458030700684
random_016,94,0.25,0.0,-0.1825389476737433,0.3882095515727997
random_016,95,0.25,0.125,-0.44330887292194765,1.3443753719329834
random_016,96,-1.125,-1.125,0.17801525314539324,1.528260350227356
random_016,97,-1.125,-1.0,0.4323227576388121,1.8040051460266113
random_016,98,0.25,0.375,-0.17801525314539313,1.0231518745422363
random_016,99,0.25,0.25,-0.4323227576388122,1.5165220499038696
random_016,100,-1.25,-1.25,0.17801525314539335,1.2141923904418945
random_016,101,-1.25,-1.25,0.43232275763881245,1.2620116472244263
random_016,102,-0.75,-0.625,-0.17801525314539313,0.3352021276950836
random_016,103,-0.75,-0.75,-0.43232275763881134,0.658051073551178
random_016,104,0.25,0.375,0.14023852014768762,1.505736231803894
random_016,105,0.25,0.25,0.34057926321581283,1.882659673690796
random_016,106,1.75,1.875,-0.14023852014768745,0.3668358623981476
random_016,107,1.75,1.875,-0.3405792632158128,0.9537002444267273
random_016,108,-1.0,-0.875,0.14023852014768756,0.9252457618713379
random_016,109,-1.0,-0.875,0.34057926321581256,1.0932866334915161
random_016,110,-0.375,-0.375,-0.1402385201476874,0.46026116609573364
random_016,111,-0.375,-0.375,-0.34057926321581256,0.7580737471580505
random_016,112,-1.375,-1.375,0.14912846997276505,0.9418845772743225
random_016,113,-1.375,-1.25,0.3621691413624293,1.225182056427002
random_016,114,-0.375,-0.375,-0.1491284699727653,0.4460444748401642
random_016,115,-0.375,-0.375,-0.36216914136242995,1.0593347549438477
random_016,116,-1.5,-1.5,0.1491284699727653,1.0789992809295654
random_016,117,-1.5,-1.5,0.3621691413624295,1.3159021139144897
random_016,118,-0.75,-0.75,-0.14912846997276535,0.7434870600700378
random_016,119,-0.75,-0.75,-0.36216914136242956,0.9814112186431885
random_016,120,-2.125,-2.125,0.02464256608969073,0.49068722128868103
random_016,121,-2.125,-2.125,0.059846231932105365,0.43524613976478577
random_016,122,-2.625,-2.625,-0.02464256608969073,0.2979709804058075
random_016,123,-2.625,-2.75,-0.059846231932105365,0.37111562490463257
random_016,124,-2.25,-2.25,0.024642566089689844,0.43393567204475403
random_016,125,-2.25,-2.25,0.05984623193210492,0.4059843420982361
random_016,126,-2.875,-2.875,-0.024642566089690288,0.2920548617839813
random_016,127,-2.875,-2.875,-0.059846231932105365,0.32544392347335815
random_016,128,-1.375,-1.375,0.26723475457825785,1.8151459693908691
random_016,129,-1.375,-1.375,0.6489986896900544,2.9840219020843506
random_016,130,0.625,0.625,-0.2672347545782577,1.5679625272750854
random_016,131,0.625,0.625,-0.6489986896900545,1.5399421453475952
random_016,132,-1.25,-1.375,0.26723475457825774,1.6846336126327515
random_016,133,-1.25,-1.375,0.6489986896900543,2.7205681800842285
random_016,134,0.25,0.25,-0.26723475457825785,0.4478531777858734
random_016,135,0.25,0.25,-0.6489986896900549,0.7634512186050415
random_016,136,-0.75,-0.75,0.1431760544952596,1.1486748456954956
random_016,137,-0.75,-0.75,0.3477132752027734,1.2128156423568726
random_016,138,0.125,0.125,-0.1431760544952596,0.5486150979995728
random_016,139,0.125,0.125,-0.3477132752027735,0.7805964946746826
random_016,140,-2.0,-2.0,0.14317605449525983,0.8641724586486816
random_016,141,-2.0,-2.0,0.3477132752027736,1.1313798427581787
random_016,142,-1.625,-1.625,-0.14317605449525983,0.20502550899982452
random_016,143,-1.625,-1.625,-0.34771327520277384,0.5647551417350769
random_017,0,-1.75,-1.625,1.3094168410480993,3.9345319271087646
random_017,1,-1.0,-1.0,1.3094168410480995,3.7908332347869873
random_017,3,-2.125,-2.125,0.013290635703760323,0.5365035533905029
random_017,4,-2.25,-2.125,0.013290635703760323,0.3885084092617035
random_017,5,-2.75,-2.75,1.3094168410480993,3.1274518966674805
random_017,6,-2.375,-2.25,1.3094168410481,3.2408368587493896
random_017,9,-0.5,-0.5,0.8883198576271205,2.7923519611358643
random_017,10,-0.625,-0.5,0.8883198576271207,1.9596627950668335
random_017,11,0.25,0.25,0.9804759762237005,2.6320900917053223
random_017,12,-0.375,-0.375,1.3094168410480997,3.867648124694824
random_017,13,-0.375,-0.5,1.3094168410480997,3.3208091259002686
random_017,14,-1.125,-1.125,0.8883198576271205,2.905168294906616
random_017,15,-1.375,-1.375,0.8708011878799057,2.660902261734009
random_017,16,-1.25,-1.25,0.9804759762236996,1.9265183210372925
random_017,17,-1.0,-0.875,0.9804759762236998,2.1829962730407715
random_017,19,-1.125,-1.125,1.5157280863495735,3.0393316745758057
random_017,20,-0.75,-0.75,1.515728086349574,3.056607484817505
random_017,21,-1.75,-1.875,0.9804759762237003,1.969577431678772
random_017,24,-1.5,-1.5,0.8708011878799056,2.23703670501709
random_017,25,-0.75,-0.75,0.8708011878799056,2.194613218307495
random_017,26,-2.0,-2.0,0.7135848250407804,1.6837499141693115
random_017,27,-2.375,-2.375,0.013290635703760767,0.2175724357366562
random_017,28,-1.375,-1.5,0.8883198576271203,2.4250218868255615
random_017,29,-1.25,-1.25,0.8883198576271201,1.892167091369629
random_017,30,-0.625,-0.625,0.9804759762236999,2.734375476837158
random_017,31,-1.25,-1.125,0.013290635703761655,0.56343674659729
random_017,32,-0.75,-0.875,0.7135848250407786,2.0164761543273926
random_017,33,-1.875,-1.875,0.013290635703760323,1.4806818962097168
random_017,34,-0.5,-0.5,0.8708011878799052,2.1970760822296143
random_017,35,-0.25,-0.125,1.3094168410480995,3.188246726989746
random_017,36,-0.25,-0.25,1.3094168410480995,3.036848783493042
random_017,37,-1.75,-1.75,0.8883198576271212,1.861283540725708
random_017,38,-1.5,-1.375,0.8708011878799056,2.4395906925201416
random_017,39,-1.375,-1.375,1.515728086349574,3.687481641769409
random_017,40,-1.25,-1.25,1.515728086349574,3.3502249717712402
random_017,41,-0.875,-0.875,0.7135848250407786,2.1774702072143555
random_017,42,-1.125,-1.125,0.7135848250407784,1.7041722536087036
random_017,50,-1.75,-1.75,1.3094168410480997,3.2307310104370117
random_017,51,-1.75,-1.625,1.3094168410480997,3.294043779373169
random_017,52,-2.0,-1.875,0.8708011878799056,2.1098856925964355
random_017,53,-1.25,-1.375,0.8708011878799058,1.9495880603790283
random_017,54,-1.5,-1.625,0.7135848250407786,2.0041446685791016
random_017,55,-3.375,-3.375,0.8883198576271205,1.7166244983673096
random_017,56,-0.875,-0.75,1.5157280863495735,3.2736876010894775
random_017,57,-0.5,-0.625,1.515728086349574,3.2097084522247314
random_017,58,-1.5,-1.5,0.8883198576271205,2.5204555988311768
random_017,59,-1.5,-1.5,0.8883198576271204,1.8414175510406494
random_017,60,-0.625,-0.625,0.8708011878799052,3.3543829917907715
random_017,61,-1.5,-1.5,1.515728086349574,4.5028886795043945
random_017,62,-1.5,-1.25,1.5157280863495737,3.926452159881592
random_017,63,-0.625,-0.75,0.9804759762236996,2.6077651977539062
random_017,65,-0.625,-0.625,1.3094168410480995,3.3324050903320312
random_017,66,0.0,0.125,0.8708011878799052,2.6603000164031982
random_017,67,0.375,0.375,0.870801187879905,2.167820692062378
random_017,68,-3.125,-3.125,0.8883198576271201,2.238694429397583
random_017,72,-0.75,-0.75,0.8883198576271205,2.8084757328033447
random_017,73,-0.5,-0.5,0.8883198576271203,1.8887559175491333
random_017,76,-1.25,-1.375,0.8708011878799052,2.1270906925201416
random_017,77,-0.875,-0.75,0.8708011878799053,1.6670360565185547
random_017,80,-1.0,-0.75,0.7135848250407784,1.4855542182922363
random_017,81,-1.125,-1.125,0.013290635703760767,0.5369205474853516
random_017,83,0.5,0.5,1.3094168410480997,2.8657095432281494
random_017,85,-2.5,-2.5,1.5157280863495735,3.6380269527435303
random_017,86,-2.0,-2.0,1.5157280863495735,4.015069484710693
random_017,88,-1.75,-1.625,0.18253894767374312,2.12316632270813
random_017,89,-1.75,-1.625,0.443308872921948,2.7792091369628906
random_017,90,-0.375,-0.375,-0.18253894767374318,0.47255170345306396
random_017,91,-0.375,-0.375,-0.4433088729219476,1.3655015230178833
random_017,92,-1.0,-1.0,0.18253894767374312,2.033015251159668
random_017,93,-1.0,-1.0,0.44330887292194787,2.694246292114258
random_017,94,0.25,0.125,-0.1825389476737433,0.3775687515735626
random_017,95,0.25,0.125,-0.44330887292194765,1.3394277095794678
random_017,96,-1.125,-1.0,0.17801525314539324,1.533258318901062
random_017,97,-1.125,-1.125,0.4323227576388121,1.8172961473464966
random_017,98,0.25,0.25,-0.17801525314539313,1.024025797843933
random_017,99,0.25,0.375,-0.4323227576388122,1.5156209468841553
random_017,100,-1.25,-1.25,0.17801525314539335,1.2080137729644775
random_017,101,-1.25,-1.25,0.43232275763881245,1.2615011930465698
random_017,102,-0.75,-0.75,-0.17801525314539313,0.32868778705596924
random_017,103,-0.75,-0.625,-0.43232275763881134,0.6617808938026428
random_017,104,0.25,0.25,0.14023852014768762,1.4875071048736572
random_017,105,0.25,0.25,0.34057926321581283,1.887393593788147
random_017,106,1.75,1.75,-0.14023852014768745,0.374892920255661
random_017,107,1.75,1.875,-0.3405792632158128,0.9717402458190918
random_017,108,-1.0,-0.875,0.14023852014768756,0.9495162963867188
random_017,109,-1.0,-0.875,0.34057926321581256,1.0853602886199951
random_017,110,-0.375,-0.375,-0.1402385201476874,0.4636762738227844
random_017,111,-0.375,-0.375,-0.34057926321581256,0.7645187973976135
random_017,112,-1.375,-1.375,0.14912846997276505,0.9308165311813354
random_017,113,-1.375,-1.375,0.3621691413624293,1.2343829870224
random_017,114,-0.375,-0.375,-0.1491284699727653,0.44559407234191895
random_017,115,-0.375,-0.375,-0.36216914136242995,1.057978868484497
random_017,116,-1.5,-1.375,0.1491284699727653,1.0812082290649414
random_017,117,-1.5,-1.5,0.3621691413624295,1.3043030500411987
random_017,118,-0.75,-0.75,-0.14912846997276535,0.7526662349700928
random_017,119,-0.75,-0.875,-0.36216914136242956,0.992131769657135
random_017,120,-2.125,-2.125,0.02464256608969073,0.49051398038864136
random_017,121,-2.125,-2.125,0.059846231932105365,0.4328184127807617
random_017,122,-2.625,-2.625,-0.02464256608969073,0.2971259653568268
random_017,123,-2.625,-2.625,-0.059846231932105365,0.3679265081882477
random_017,124,-2.25,-2.25,0.024642566089689844,0.4377917945384979
random_017,125,-2.25,-2.25,0.05984623193210492,0.40584152936935425
random_017,126,-2.875,-2.875,-0.024642566089690288,0.2921212613582611
random_017,127,-2.875,-2.75,-0.059846231932105365,0.30595993995666504
random_017,128,-1.375,-1.5,0.26723475457825785,1.812334418296814
random_017,129,-1.375,-1.5,0.6489986896900544,2.9967942237854004
random_017,130,0.625,0.625,-0.2672347545782577,1.584068775177002
random_017,131,0.625,0.625,-0.6489986896900545,1.5444538593292236
random_017,132,-1.25,-1.25,0.26723475457825774,1.6953150033950806
random_017,133,-1.25,-1.25,0.6489986896900543,2.7098333835601807
random_017,134,0.25,0.25,-0.26723475457825785,0.4539279639720917
random_017,135,0.25,0.25,-0.6489986896900549,0.7631271481513977
random_017,136,-0.75,-0.625,0.1431760544952596,1.1530855894088745
random_017,137,-0.75,-0.75,0.3477132752027734,1.2252871990203857
random_017,138,0.125,0.0,-0.1431760544952596,0.5463835000991821
random_017,139,0.125,0.125,-0.3477132752027735,0.7995028495788574
random_017,140,-2.0,-2.0,0.14317605449525983,0.8664034605026245
random_017,141,-2.0,-2.0,0.3477132752027736,1.1133179664611816
random_017,142,-1.625,-1.625,-0.14317605449525983,0.20886386930942535
random_017,143,-1.625,-1.5,-0.34771327520277384,0.5679889917373657
random_018,0,-1.75,-1.625,1.3094168410480993,3.943588972091675
random_018,1,-1.0,-1.125,1.3094168410480995,3.775298595428467
random_018,3,-2.125,-2.125,0.013290635703760323,0.5514341592788696
random_018,4,-2.25,-2.25,0.013290635703760323,0.3893371820449829
random_018,5,-2.75,-2.75,1.3094168410480993,3.1286096572875977
random_018,6,-2.375,-2.375,1.3094168410481,3.2221057415008545
random_018,9,-0.5,-0.375,0.8883198576271205,2.826667308807373
random_018,10,-0.625,-0.625,0.8883198576271207,1.9768872261047363
random_018,11,0.25,0.375,0.9804759762237005,2.641798734664917
random_018,12,-0.375,-0.375,1.3094168410480997,3.8394534587860107
random_018,13,-0.375,-0.5,1.3094168410480997,3.3136658668518066
random_018,14,-1.125,-1.125,0.8883198576271205,2.901804208755493
random_018,15,-1.375,-1.375,0.8708011878799057,2.6476800441741943
random_018,16,-1.25,-1.125,0.9804759762236996,1.9126302003860474
random_018,17,-1.0,-1.0,0.9804759762236998,2.211731195449829
random_018,19,-1.125,-1.0,1.5157280863495735,3.063819646835327
random_018,20,-0.75,-0.75,1.515728086349574,3.0749757289886475
random_018,21,-1.75,-1.875,0.9804759762237003,1.9674057960510254
random_018,24,-1.5,-1.625,0.8708011878799056,2.2493674755096436
random_018,25,-0.75,-0.75,0.8708011878799056,2.210808515548706
random_018,26,-2.0,-2.125,0.7135848250407804,1.6643664836883545
random_018,27,-2.375,-2.375,0.013290635703760767,0.22055789828300476
random_018,28,-1.375,-1.375,0.8883198576271203,2.4330127239227295
random_018,29,-1.25,-1.25,0.8883198576271201,1.875992774963379
random_018,30,-0.625,-0.625,0.9804759762236999,2.7346792221069336
random_018,31,-1.25,-1.125,0.013290635703761655,0.5413984060287476
random_018,32,-0.75,-0.75,0.7135848250407786,2.0127243995666504
random_018,33,-1.875,-2.0,0.013290635703760323,1.490307331085205
random_018,34,-0.5,-0.5,0.8708011878799052,2.201496124267578
random_018,35,-0.25,-0.125,1.3094168410480995,3.2045085430145264
random_018,36,-0.25,-0.25,1.3094168410480995,3.0276284217834473
random_018,37,-1.75,-1.75,0.8883198576271212,1.879655122756958
random_018,38,-1.5,-1.375,0.8708011878799056,2.452619791030884
random_018,39,-1.375,-1.375,1.515728086349574,3.7050020694732666
random_018,40,-1.25,-1.25,1.515728086349574,3.357084035873413
